user_id,Cluster
18116,Cluster 1
18118,Cluster 1
18120,Cluster 4
18121,Cluster 4
18122,Cluster 1
18124,Cluster 5
18125,Cluster 1
18128,Cluster 1
18129,Cluster 4
18130,Cluster 4
18131,Cluster 1
18132,Cluster 1
18136,Cluster 1
18138,Cluster 4
18139,Cluster 1
18140,Cluster 4
18141,Cluster 4
18142,Cluster 1
18144,Cluster 1
18145,Cluster 1
18146,Cluster 4
18153,Cluster 4
18155,Cluster 4
18158,Cluster 1
18159,Cluster 1
18161,Cluster 4
18164,Cluster 1
18165,Cluster 3
18167,Cluster 1
18168,Cluster 4
18170,Cluster 4
18173,Cluster 1
18175,Cluster 1
18177,Cluster 1
18180,Cluster 1
18181,Cluster 1
18182,Cluster 5
18183,Cluster 1
18187,Cluster 5
18190,Cluster 4
18191,Cluster 5
18192,Cluster 5
18193,Cluster 4
18194,Cluster 3
18195,Cluster 1
18200,Cluster 1
18201,Cluster 5
18203,Cluster 1
18205,Cluster 1
18208,Cluster 3
18209,Cluster 1
18210,Cluster 4
18213,Cluster 5
18214,Cluster 3
18215,Cluster 4
18217,Cluster 1
18219,Cluster 1
18220,Cluster 1
18222,Cluster 4
18223,Cluster 4
18224,Cluster 4
18225,Cluster 3
18226,Cluster 1
18227,Cluster 5
18229,Cluster 4
18230,Cluster 1
18231,Cluster 4
18234,Cluster 1
18236,Cluster 1
18237,Cluster 1
18240,Cluster 1
18241,Cluster 4
18243,Cluster 4
18244,Cluster 4
18246,Cluster 4
18247,Cluster 4
18248,Cluster 1
18250,Cluster 1
18254,Cluster 4
18256,Cluster 1
18259,Cluster 4
18260,Cluster 1
18264,Cluster 1
18268,Cluster 1
18269,Cluster 1
18272,Cluster 5
18275,Cluster 4
18276,Cluster 1
18278,Cluster 1
18281,Cluster 1
18284,Cluster 1
18286,Cluster 2
18287,Cluster 1
18291,Cluster 4
18294,Cluster 1
18295,Cluster 4
18296,Cluster 5
18297,Cluster 1
18298,Cluster 1
18300,Cluster 5
18304,Cluster 1
18305,Cluster 1
18307,Cluster 5
18311,Cluster 1
18313,Cluster 3
18314,Cluster 1
18317,Cluster 1
18318,Cluster 5
18323,Cluster 4
18324,Cluster 1
18325,Cluster 5
18326,Cluster 1
18327,Cluster 4
18328,Cluster 4
18329,Cluster 1
18332,Cluster 3
18336,Cluster 1
18339,Cluster 1
18342,Cluster 1
18344,Cluster 4
18345,Cluster 1
18347,Cluster 1
18351,Cluster 1
18354,Cluster 4
18355,Cluster 1
18357,Cluster 4
18358,Cluster 4
18361,Cluster 1
18367,Cluster 1
18370,Cluster 4
18371,Cluster 4
18372,Cluster 3
18373,Cluster 1
18374,Cluster 5
18376,Cluster 1
18377,Cluster 1
18378,Cluster 1
18380,Cluster 4
18381,Cluster 1
18382,Cluster 5
18383,Cluster 5
18384,Cluster 1
18387,Cluster 1
18388,Cluster 1
18390,Cluster 1
18393,Cluster 1
18394,Cluster 4
18395,Cluster 4
18396,Cluster 4
18397,Cluster 5
18399,Cluster 1
18400,Cluster 1
18409,Cluster 1
18412,Cluster 5
18413,Cluster 1
18414,Cluster 4
18415,Cluster 1
18417,Cluster 4
18418,Cluster 5
18419,Cluster 1
18420,Cluster 4
18422,Cluster 1
18425,Cluster 1
18426,Cluster 1
18429,Cluster 5
18435,Cluster 4
18437,Cluster 1
18438,Cluster 1
18440,Cluster 1
18441,Cluster 1
18442,Cluster 1
18443,Cluster 1
18445,Cluster 1
18446,Cluster 1
18448,Cluster 3
18449,Cluster 5
18453,Cluster 1
18455,Cluster 1
18456,Cluster 4
18457,Cluster 1
18462,Cluster 5
18464,Cluster 1
18469,Cluster 1
18470,Cluster 1
18471,Cluster 3
18473,Cluster 1
18474,Cluster 1
18475,Cluster 4
18479,Cluster 1
18480,Cluster 4
18482,Cluster 3
18484,Cluster 1
18485,Cluster 1
18486,Cluster 4
18488,Cluster 1
18489,Cluster 1
18490,Cluster 1
18491,Cluster 5
18493,Cluster 1
18497,Cluster 1
18502,Cluster 1
18505,Cluster 1
18506,Cluster 1
18510,Cluster 3
18513,Cluster 1
18514,Cluster 5
18515,Cluster 1
18517,Cluster 1
18518,Cluster 4
18521,Cluster 4
18523,Cluster 4
18529,Cluster 1
18531,Cluster 3
18532,Cluster 1
18533,Cluster 1
18536,Cluster 4
18539,Cluster 1
18541,Cluster 4
18544,Cluster 5
18547,Cluster 4
18549,Cluster 1
18550,Cluster 4
18551,Cluster 4
18555,Cluster 1
18557,Cluster 1
18559,Cluster 4
18560,Cluster 1
18561,Cluster 4
18563,Cluster 4
18565,Cluster 1
18567,Cluster 1
18574,Cluster 1
18575,Cluster 3
18576,Cluster 1
18579,Cluster 4
18582,Cluster 5
18584,Cluster 2
18589,Cluster 5
18591,Cluster 5
18593,Cluster 1
18595,Cluster 1
18597,Cluster 1
18598,Cluster 1
18599,Cluster 4
18600,Cluster 1
18601,Cluster 4
18602,Cluster 1
18603,Cluster 1
18604,Cluster 4
18606,Cluster 4
18607,Cluster 1
18608,Cluster 1
18613,Cluster 1
18614,Cluster 1
18615,Cluster 1
18620,Cluster 3
18622,Cluster 4
18623,Cluster 1
18626,Cluster 5
18628,Cluster 1
18629,Cluster 1
18630,Cluster 1
18631,Cluster 4
18632,Cluster 1
18633,Cluster 4
18634,Cluster 1
18635,Cluster 5
18637,Cluster 1
18641,Cluster 1
18642,Cluster 1
18645,Cluster 1
18646,Cluster 1
18647,Cluster 5
18649,Cluster 1
18652,Cluster 1
18657,Cluster 1
18661,Cluster 1
18663,Cluster 1
18669,Cluster 3
18670,Cluster 1
18671,Cluster 4
18674,Cluster 4
18675,Cluster 1
18676,Cluster 1
18679,Cluster 4
18680,Cluster 5
18681,Cluster 4
18683,Cluster 5
18684,Cluster 1
18685,Cluster 4
18686,Cluster 1
18687,Cluster 4
18688,Cluster 4
18692,Cluster 1
18694,Cluster 1
18697,Cluster 4
18699,Cluster 3
18700,Cluster 1
18701,Cluster 5
18702,Cluster 3
18703,Cluster 1
18704,Cluster 1
18705,Cluster 1
18708,Cluster 1
18710,Cluster 1
18711,Cluster 5
18712,Cluster 1
18713,Cluster 1
18715,Cluster 1
18718,Cluster 2
18723,Cluster 1
18726,Cluster 4
18728,Cluster 3
18729,Cluster 4
18730,Cluster 1
18732,Cluster 1
18735,Cluster 1
18737,Cluster 3
18739,Cluster 1
18740,Cluster 4
18741,Cluster 1
18742,Cluster 1
18748,Cluster 1
18750,Cluster 1
18751,Cluster 4
18752,Cluster 1
18753,Cluster 1
18754,Cluster 1
18755,Cluster 1
18756,Cluster 4
18761,Cluster 4
18762,Cluster 1
18763,Cluster 5
18766,Cluster 1
18767,Cluster 1
18774,Cluster 1
18775,Cluster 1
18777,Cluster 1
18778,Cluster 1
18779,Cluster 1
18781,Cluster 3
18782,Cluster 3
18783,Cluster 5
18784,Cluster 1
18790,Cluster 4
18791,Cluster 4
18794,Cluster 1
18795,Cluster 1
18796,Cluster 4
18797,Cluster 1
18801,Cluster 1
18807,Cluster 3
18812,Cluster 5
18813,Cluster 4
18815,Cluster 1
18816,Cluster 1
18817,Cluster 1
18818,Cluster 1
18821,Cluster 4
18823,Cluster 4
18826,Cluster 5
18831,Cluster 5
18835,Cluster 1
18837,Cluster 1
18839,Cluster 4
18841,Cluster 1
18843,Cluster 4
18844,Cluster 1
18847,Cluster 4
18848,Cluster 4
18852,Cluster 4
18853,Cluster 1
18857,Cluster 1
18858,Cluster 1
18863,Cluster 4
18864,Cluster 1
18865,Cluster 4
18866,Cluster 1
18867,Cluster 1
18870,Cluster 1
18871,Cluster 1
18872,Cluster 4
18874,Cluster 1
18876,Cluster 4
18877,Cluster 4
18879,Cluster 1
18880,Cluster 1
18883,Cluster 2
18887,Cluster 4
18888,Cluster 3
18891,Cluster 1
18894,Cluster 1
18899,Cluster 4
18900,Cluster 1
18902,Cluster 1
18903,Cluster 1
18904,Cluster 4
18906,Cluster 1
18909,Cluster 1
18910,Cluster 1
18911,Cluster 4
18914,Cluster 1
18916,Cluster 5
18917,Cluster 1
18919,Cluster 1
18924,Cluster 1
18926,Cluster 1
18931,Cluster 1
18933,Cluster 4
18934,Cluster 1
18935,Cluster 4
18936,Cluster 1
18937,Cluster 4
18940,Cluster 1
18941,Cluster 1
18943,Cluster 1
18945,Cluster 1
18948,Cluster 5
18951,Cluster 4
18953,Cluster 3
18956,Cluster 1
18957,Cluster 4
18960,Cluster 1
18961,Cluster 1
18962,Cluster 1
18965,Cluster 1
18967,Cluster 5
18969,Cluster 4
18970,Cluster 1
18972,Cluster 1
18974,Cluster 1
18976,Cluster 1
18977,Cluster 1
18978,Cluster 5
18979,Cluster 4
18981,Cluster 1
18982,Cluster 1
18983,Cluster 1
18985,Cluster 1
18987,Cluster 1
18988,Cluster 1
18991,Cluster 4
18994,Cluster 1
18996,Cluster 5
18997,Cluster 1
18998,Cluster 1
18999,Cluster 1
19006,Cluster 5
19010,Cluster 4
19013,Cluster 1
19014,Cluster 1
19018,Cluster 1
19019,Cluster 1
19020,Cluster 2
19022,Cluster 4
19023,Cluster 1
19025,Cluster 1
19026,Cluster 1
19028,Cluster 1
19030,Cluster 1
19031,Cluster 1
19034,Cluster 1
19038,Cluster 1
19040,Cluster 4
19042,Cluster 2
19044,Cluster 1
19047,Cluster 4
19048,Cluster 4
19049,Cluster 4
19050,Cluster 1
19051,Cluster 1
19054,Cluster 1
19055,Cluster 1
19057,Cluster 1
19058,Cluster 1
19060,Cluster 4
19061,Cluster 1
19063,Cluster 3
19064,Cluster 1
19067,Cluster 3
19070,Cluster 1
19073,Cluster 4
19074,Cluster 1
19075,Cluster 1
19077,Cluster 1
19078,Cluster 1
19080,Cluster 4
19084,Cluster 1
19086,Cluster 1
19088,Cluster 1
19089,Cluster 1
19093,Cluster 4
19094,Cluster 1
19099,Cluster 1
19100,Cluster 4
19102,Cluster 1
19105,Cluster 4
19108,Cluster 1
19110,Cluster 1
19114,Cluster 5
19115,Cluster 1
19116,Cluster 4
19117,Cluster 1
19118,Cluster 1
19119,Cluster 1
19126,Cluster 4
19128,Cluster 4
19129,Cluster 4
19131,Cluster 1
19135,Cluster 2
19139,Cluster 1
19140,Cluster 5
19141,Cluster 4
19142,Cluster 1
19143,Cluster 1
19144,Cluster 1
19145,Cluster 4
19151,Cluster 1
19152,Cluster 1
19153,Cluster 1
19155,Cluster 1
19156,Cluster 4
19157,Cluster 1
19159,Cluster 1
19162,Cluster 4
19164,Cluster 1
19166,Cluster 3
19171,Cluster 4
19172,Cluster 1
19173,Cluster 1
19174,Cluster 4
19175,Cluster 3
19176,Cluster 1
19181,Cluster 1
19183,Cluster 4
19184,Cluster 1
19186,Cluster 5
19188,Cluster 1
19191,Cluster 4
19192,Cluster 4
19194,Cluster 1
19195,Cluster 2
19196,Cluster 1
19197,Cluster 4
19198,Cluster 4
19200,Cluster 1
19201,Cluster 4
19202,Cluster 1
19203,Cluster 1
19204,Cluster 1
19205,Cluster 4
19207,Cluster 1
19213,Cluster 4
19215,Cluster 4
19216,Cluster 4
19219,Cluster 4
19221,Cluster 1
19222,Cluster 1
19224,Cluster 4
19225,Cluster 1
19226,Cluster 1
19227,Cluster 5
19228,Cluster 4
19229,Cluster 1
19230,Cluster 2
19231,Cluster 1
19236,Cluster 1
19238,Cluster 5
19241,Cluster 1
19242,Cluster 4
19244,Cluster 4
19246,Cluster 1
19247,Cluster 1
19248,Cluster 1
19249,Cluster 1
19251,Cluster 4
19253,Cluster 1
19256,Cluster 1
19258,Cluster 4
19259,Cluster 1
19261,Cluster 4
19265,Cluster 1
19266,Cluster 1
19268,Cluster 5
19269,Cluster 1
19271,Cluster 4
19274,Cluster 4
19276,Cluster 1
19278,Cluster 1
19281,Cluster 4
19282,Cluster 4
19283,Cluster 1
19286,Cluster 1
19288,Cluster 1
19289,Cluster 1
19290,Cluster 1
19293,Cluster 4
19295,Cluster 4
19296,Cluster 5
19297,Cluster 1
19298,Cluster 4
19299,Cluster 1
19300,Cluster 2
19302,Cluster 1
19303,Cluster 3
19304,Cluster 1
19308,Cluster 1
19310,Cluster 3
19311,Cluster 1
19312,Cluster 4
19315,Cluster 4
19316,Cluster 1
19321,Cluster 4
19322,Cluster 1
19324,Cluster 4
19326,Cluster 3
19328,Cluster 4
19329,Cluster 1
19330,Cluster 1
19335,Cluster 1
19336,Cluster 1
19337,Cluster 1
19341,Cluster 1
19343,Cluster 1
19345,Cluster 1
19346,Cluster 4
19347,Cluster 4
19350,Cluster 4
19352,Cluster 1
19353,Cluster 1
19354,Cluster 4
19356,Cluster 4
19361,Cluster 1
19363,Cluster 1
19364,Cluster 5
19367,Cluster 1
19371,Cluster 1
19372,Cluster 4
19373,Cluster 1
19376,Cluster 3
19378,Cluster 1
19379,Cluster 4
19382,Cluster 1
19383,Cluster 1
19387,Cluster 1
19389,Cluster 1
19392,Cluster 4
19393,Cluster 1
19395,Cluster 1
19397,Cluster 1
19399,Cluster 4
19400,Cluster 4
19401,Cluster 1
19402,Cluster 4
19406,Cluster 1
19408,Cluster 4
19412,Cluster 1
19413,Cluster 4
19415,Cluster 1
19416,Cluster 1
19421,Cluster 1
19422,Cluster 1
19423,Cluster 1
19425,Cluster 1
19427,Cluster 4
19429,Cluster 1
19431,Cluster 1
19432,Cluster 5
19436,Cluster 5
19438,Cluster 3
19440,Cluster 4
19441,Cluster 1
19446,Cluster 4
19448,Cluster 4
19450,Cluster 1
19453,Cluster 1
19454,Cluster 1
19455,Cluster 1
19456,Cluster 5
19457,Cluster 4
19461,Cluster 1
19463,Cluster 4
19464,Cluster 1
19465,Cluster 5
19467,Cluster 4
19468,Cluster 1
19469,Cluster 4
19470,Cluster 1
19471,Cluster 3
19472,Cluster 4
19473,Cluster 1
19476,Cluster 4
19477,Cluster 1
19481,Cluster 1
19482,Cluster 4
19483,Cluster 1
19484,Cluster 4
19485,Cluster 4
19487,Cluster 1
19492,Cluster 1
19493,Cluster 1
19494,Cluster 1
19497,Cluster 1
19498,Cluster 1
19499,Cluster 1
19500,Cluster 1
19504,Cluster 4
19505,Cluster 1
19507,Cluster 1
19508,Cluster 1
19509,Cluster 1
19510,Cluster 1
19512,Cluster 2
19515,Cluster 1
19517,Cluster 1
19518,Cluster 4
19520,Cluster 1
19523,Cluster 4
19525,Cluster 3
19526,Cluster 4
19527,Cluster 4
19528,Cluster 5
19530,Cluster 1
19534,Cluster 1
19537,Cluster 4
19538,Cluster 3
19539,Cluster 1
19543,Cluster 3
19547,Cluster 1
19548,Cluster 4
19553,Cluster 1
19555,Cluster 1
19559,Cluster 4
19560,Cluster 1
19562,Cluster 3
19564,Cluster 1
19566,Cluster 1
19570,Cluster 4
19571,Cluster 1
19572,Cluster 1
19573,Cluster 1
19574,Cluster 1
19575,Cluster 5
19578,Cluster 1
19579,Cluster 4
19581,Cluster 4
19582,Cluster 1
19584,Cluster 4
19585,Cluster 1
19590,Cluster 1
19591,Cluster 4
19592,Cluster 1
19593,Cluster 1
19594,Cluster 1
19595,Cluster 3
19600,Cluster 1
19601,Cluster 1
19602,Cluster 1
19603,Cluster 1
19604,Cluster 5
19605,Cluster 5
19606,Cluster 1
19609,Cluster 4
19611,Cluster 1
19612,Cluster 2
19613,Cluster 1
19617,Cluster 1
19618,Cluster 1
19619,Cluster 4
19624,Cluster 4
19625,Cluster 4
19626,Cluster 3
19627,Cluster 5
19629,Cluster 1
19636,Cluster 1
19637,Cluster 1
19641,Cluster 1
19649,Cluster 1
19650,Cluster 4
19651,Cluster 1
19652,Cluster 1
19653,Cluster 4
19655,Cluster 1
19658,Cluster 4
19659,Cluster 1
19661,Cluster 1
19663,Cluster 4
19664,Cluster 1
19666,Cluster 1
19667,Cluster 1
19668,Cluster 5
19669,Cluster 1
19670,Cluster 4
19671,Cluster 1
19672,Cluster 1
19673,Cluster 1
19674,Cluster 1
19677,Cluster 4
19678,Cluster 4
19679,Cluster 4
19681,Cluster 4
19682,Cluster 1
19686,Cluster 1
19687,Cluster 2
19692,Cluster 1
19693,Cluster 4
19696,Cluster 1
19697,Cluster 4
19698,Cluster 1
19699,Cluster 4
19700,Cluster 1
19701,Cluster 1
19702,Cluster 4
19704,Cluster 4
19705,Cluster 1
19709,Cluster 5
19714,Cluster 1
19715,Cluster 1
19716,Cluster 1
19718,Cluster 4
19719,Cluster 1
19720,Cluster 1
19723,Cluster 1
19728,Cluster 1
19731,Cluster 5
19732,Cluster 4
19733,Cluster 1
19734,Cluster 3
19735,Cluster 1
19737,Cluster 1
19738,Cluster 1
19739,Cluster 1
19741,Cluster 3
19743,Cluster 1
19745,Cluster 5
19747,Cluster 1
19749,Cluster 1
19750,Cluster 4
19751,Cluster 1
19752,Cluster 1
19753,Cluster 1
19755,Cluster 1
19756,Cluster 1
19758,Cluster 4
19759,Cluster 4
19760,Cluster 4
19762,Cluster 4
19766,Cluster 1
19767,Cluster 1
19769,Cluster 1
19770,Cluster 1
19771,Cluster 4
19772,Cluster 3
19775,Cluster 1
19776,Cluster 1
19777,Cluster 1
19778,Cluster 3
19779,Cluster 4
19780,Cluster 1
19783,Cluster 1
19786,Cluster 1
19789,Cluster 4
19791,Cluster 1
19792,Cluster 5
19796,Cluster 4
19798,Cluster 1
19803,Cluster 1
19805,Cluster 4
19806,Cluster 1
19807,Cluster 4
19810,Cluster 1
19814,Cluster 1
19815,Cluster 1
19816,Cluster 1
19817,Cluster 1
19818,Cluster 4
19822,Cluster 4
19824,Cluster 4
19826,Cluster 1
19827,Cluster 1
19828,Cluster 1
19829,Cluster 5
19831,Cluster 4
19833,Cluster 4
19834,Cluster 4
19837,Cluster 3
19838,Cluster 1
19839,Cluster 1
19840,Cluster 4
19843,Cluster 1
19844,Cluster 1
19846,Cluster 1
19847,Cluster 1
19848,Cluster 2
19849,Cluster 1
19852,Cluster 1
19854,Cluster 5
19857,Cluster 4
19860,Cluster 1
19861,Cluster 1
19863,Cluster 4
19865,Cluster 1
19866,Cluster 3
19868,Cluster 1
19870,Cluster 1
19871,Cluster 1
19873,Cluster 1
19874,Cluster 4
19875,Cluster 5
19876,Cluster 1
19878,Cluster 1
19883,Cluster 4
19884,Cluster 1
19888,Cluster 1
19892,Cluster 5
19894,Cluster 3
19895,Cluster 5
19896,Cluster 1
19899,Cluster 1
19900,Cluster 1
19902,Cluster 4
19907,Cluster 1
19910,Cluster 5
19911,Cluster 1
19912,Cluster 3
19915,Cluster 1
19916,Cluster 1
19918,Cluster 3
19919,Cluster 1
19923,Cluster 1
19924,Cluster 1
19925,Cluster 4
19926,Cluster 1
19928,Cluster 3
19930,Cluster 1
19931,Cluster 1
19932,Cluster 1
19933,Cluster 1
19934,Cluster 4
19935,Cluster 1
19936,Cluster 1
19937,Cluster 1
19941,Cluster 4
19944,Cluster 4
19946,Cluster 1
19948,Cluster 1
19949,Cluster 1
19950,Cluster 4
19951,Cluster 3
19953,Cluster 1
19954,Cluster 4
19956,Cluster 1
19957,Cluster 1
19959,Cluster 1
19960,Cluster 1
19961,Cluster 4
19962,Cluster 5
19963,Cluster 1
19964,Cluster 1
19965,Cluster 1
19967,Cluster 4
19971,Cluster 1
19973,Cluster 1
19975,Cluster 1
19976,Cluster 1
19978,Cluster 4
19979,Cluster 1
19980,Cluster 1
19987,Cluster 1
19988,Cluster 1
19990,Cluster 5
19991,Cluster 2
19992,Cluster 1
19993,Cluster 1
19998,Cluster 5
19999,Cluster 5
20001,Cluster 3
20004,Cluster 4
20007,Cluster 4
20008,Cluster 2
20009,Cluster 1
20011,Cluster 4
20014,Cluster 1
20016,Cluster 5
20017,Cluster 1
20018,Cluster 1
20020,Cluster 1
20021,Cluster 4
20023,Cluster 1
20024,Cluster 4
20025,Cluster 1
20028,Cluster 1
20031,Cluster 1
20034,Cluster 4
20036,Cluster 4
20038,Cluster 4
20041,Cluster 1
20044,Cluster 1
20046,Cluster 4
20047,Cluster 4
20049,Cluster 4
20050,Cluster 4
20052,Cluster 4
20054,Cluster 1
20055,Cluster 1
20056,Cluster 1
20057,Cluster 4
20058,Cluster 4
20062,Cluster 1
20063,Cluster 1
20066,Cluster 4
20068,Cluster 1
20071,Cluster 1
20074,Cluster 4
20075,Cluster 5
20076,Cluster 1
20079,Cluster 1
20080,Cluster 1
20081,Cluster 5
20083,Cluster 3
20085,Cluster 1
20089,Cluster 1
20091,Cluster 3
20092,Cluster 1
20093,Cluster 1
20094,Cluster 4
20096,Cluster 1
20097,Cluster 1
20104,Cluster 1
20110,Cluster 4
20112,Cluster 1
20113,Cluster 1
20115,Cluster 1
20116,Cluster 1
20117,Cluster 4
20118,Cluster 1
20119,Cluster 1
20122,Cluster 4
20124,Cluster 4
20126,Cluster 2
20130,Cluster 1
20133,Cluster 4
20136,Cluster 4
20140,Cluster 1
20144,Cluster 2
20147,Cluster 1
20149,Cluster 1
20151,Cluster 1
20152,Cluster 4
20154,Cluster 4
20156,Cluster 4
20157,Cluster 1
20158,Cluster 1
20160,Cluster 4
20162,Cluster 4
20164,Cluster 1
20165,Cluster 1
20169,Cluster 1
20173,Cluster 4
20175,Cluster 4
20177,Cluster 1
20178,Cluster 1
20179,Cluster 1
20181,Cluster 4
20183,Cluster 4
20184,Cluster 5
20185,Cluster 3
20186,Cluster 1
20188,Cluster 1
20190,Cluster 1
20191,Cluster 5
20193,Cluster 1
20194,Cluster 1
20199,Cluster 1
20200,Cluster 1
20202,Cluster 4
20203,Cluster 1
20204,Cluster 1
20205,Cluster 1
20206,Cluster 4
20210,Cluster 4
20215,Cluster 3
20216,Cluster 1
20218,Cluster 5
20219,Cluster 1
20221,Cluster 1
20223,Cluster 1
20225,Cluster 1
20226,Cluster 3
20230,Cluster 1
20231,Cluster 1
20232,Cluster 4
20236,Cluster 1
20237,Cluster 1
20238,Cluster 1
20239,Cluster 1
20240,Cluster 1
20242,Cluster 5
20243,Cluster 3
20248,Cluster 4
20249,Cluster 1
20252,Cluster 4
20256,Cluster 4
20259,Cluster 4
20263,Cluster 5
20266,Cluster 1
20267,Cluster 1
20268,Cluster 1
20273,Cluster 1
20275,Cluster 1
20276,Cluster 1
20277,Cluster 4
20278,Cluster 5
20280,Cluster 4
20283,Cluster 1
20285,Cluster 1
20286,Cluster 1
20289,Cluster 1
20296,Cluster 1
20297,Cluster 1
20300,Cluster 1
20302,Cluster 1
20306,Cluster 4
20308,Cluster 1
20309,Cluster 4
20312,Cluster 1
20318,Cluster 1
20320,Cluster 5
20321,Cluster 4
20322,Cluster 4
20323,Cluster 1
20327,Cluster 4
20328,Cluster 1
20329,Cluster 1
20331,Cluster 1
20333,Cluster 1
20334,Cluster 5
20335,Cluster 4
20336,Cluster 1
20338,Cluster 4
20339,Cluster 5
20342,Cluster 5
20346,Cluster 1
20347,Cluster 4
20348,Cluster 3
20349,Cluster 1
20356,Cluster 3
20358,Cluster 4
20360,Cluster 1
20361,Cluster 3
20362,Cluster 1
20363,Cluster 1
20366,Cluster 1
20367,Cluster 3
20368,Cluster 2
20369,Cluster 4
20370,Cluster 1
20376,Cluster 1
20379,Cluster 1
20383,Cluster 3
20386,Cluster 1
20387,Cluster 4
20388,Cluster 1
20389,Cluster 1
20396,Cluster 1
20397,Cluster 4
20398,Cluster 4
20400,Cluster 1
20403,Cluster 4
20404,Cluster 1
20405,Cluster 1
20406,Cluster 1
20407,Cluster 1
20409,Cluster 4
20411,Cluster 5
20415,Cluster 1
20417,Cluster 1
20419,Cluster 4
20421,Cluster 4
20424,Cluster 1
20426,Cluster 4
20427,Cluster 1
20429,Cluster 4
20430,Cluster 1
20432,Cluster 4
20438,Cluster 4
20439,Cluster 2
20441,Cluster 1
20442,Cluster 1
20448,Cluster 4
20450,Cluster 1
20451,Cluster 4
20454,Cluster 4
20455,Cluster 4
20456,Cluster 1
20457,Cluster 1
20458,Cluster 5
20462,Cluster 5
20463,Cluster 1
20466,Cluster 1
20467,Cluster 4
20468,Cluster 1
20470,Cluster 1
20471,Cluster 1
20472,Cluster 4
20473,Cluster 1
20475,Cluster 1
20484,Cluster 1
20485,Cluster 4
20486,Cluster 3
20487,Cluster 4
20489,Cluster 1
20492,Cluster 1
20493,Cluster 1
20495,Cluster 1
20496,Cluster 1
20497,Cluster 1
20498,Cluster 4
20500,Cluster 4
20501,Cluster 4
20503,Cluster 4
20504,Cluster 1
20506,Cluster 4
20507,Cluster 1
20509,Cluster 1
20510,Cluster 4
20511,Cluster 3
20512,Cluster 1
20513,Cluster 4
20515,Cluster 1
20518,Cluster 4
20521,Cluster 1
20526,Cluster 1
20529,Cluster 1
20533,Cluster 4
20534,Cluster 5
20535,Cluster 1
20540,Cluster 4
20543,Cluster 1
20547,Cluster 3
20548,Cluster 1
20549,Cluster 1
20551,Cluster 3
20553,Cluster 5
20554,Cluster 1
20555,Cluster 1
20558,Cluster 3
20559,Cluster 1
20560,Cluster 4
20561,Cluster 1
20563,Cluster 3
20564,Cluster 1
20566,Cluster 1
20569,Cluster 4
20570,Cluster 1
20571,Cluster 4
20572,Cluster 1
20575,Cluster 4
20576,Cluster 4
20579,Cluster 1
20581,Cluster 1
20583,Cluster 1
20584,Cluster 3
20587,Cluster 4
20593,Cluster 3
20594,Cluster 1
20595,Cluster 4
20596,Cluster 1
20600,Cluster 5
20601,Cluster 1
20603,Cluster 1
20604,Cluster 1
20606,Cluster 4
20608,Cluster 1
20610,Cluster 1
20611,Cluster 4
20614,Cluster 4
20616,Cluster 1
20617,Cluster 4
20618,Cluster 1
20621,Cluster 4
20622,Cluster 1
20623,Cluster 1
20624,Cluster 1
20625,Cluster 1
20626,Cluster 4
20627,Cluster 1
20628,Cluster 1
20631,Cluster 1
20632,Cluster 4
20636,Cluster 4
20637,Cluster 1
20640,Cluster 5
20644,Cluster 1
20645,Cluster 1
20646,Cluster 4
20648,Cluster 1
20649,Cluster 4
20650,Cluster 1
20651,Cluster 1
20652,Cluster 1
20655,Cluster 1
20657,Cluster 1
20658,Cluster 4
20659,Cluster 3
20660,Cluster 1
20661,Cluster 1
20662,Cluster 4
20663,Cluster 5
20665,Cluster 1
20666,Cluster 1
20670,Cluster 1
20671,Cluster 1
20672,Cluster 4
20674,Cluster 1
20676,Cluster 4
20677,Cluster 5
20682,Cluster 4
20687,Cluster 4
20688,Cluster 1
20689,Cluster 1
20690,Cluster 1
20691,Cluster 1
20695,Cluster 1
20697,Cluster 1
20700,Cluster 4
20701,Cluster 3
20704,Cluster 1
20706,Cluster 5
20709,Cluster 1
20710,Cluster 1
20711,Cluster 1
20712,Cluster 4
20713,Cluster 1
20718,Cluster 1
20719,Cluster 1
20721,Cluster 1
20724,Cluster 1
20728,Cluster 1
20730,Cluster 2
20732,Cluster 4
20733,Cluster 3
20735,Cluster 1
20737,Cluster 5
20739,Cluster 1
20743,Cluster 1
20744,Cluster 5
20746,Cluster 1
20749,Cluster 4
20750,Cluster 1
20753,Cluster 1
20754,Cluster 4
20755,Cluster 3
20756,Cluster 1
20757,Cluster 1
20758,Cluster 1
20760,Cluster 3
20762,Cluster 1
20763,Cluster 3
20766,Cluster 2
20767,Cluster 1
20769,Cluster 4
20770,Cluster 1
20771,Cluster 1
20776,Cluster 1
20777,Cluster 4
20778,Cluster 4
20779,Cluster 5
20780,Cluster 1
20781,Cluster 1
20784,Cluster 1
20785,Cluster 5
20787,Cluster 1
20790,Cluster 1
20792,Cluster 1
20794,Cluster 1
20798,Cluster 1
20801,Cluster 1
20802,Cluster 1
20803,Cluster 3
20805,Cluster 1
20806,Cluster 4
20807,Cluster 4
20808,Cluster 1
20810,Cluster 1
20813,Cluster 1
20814,Cluster 1
20815,Cluster 1
20816,Cluster 1
20820,Cluster 4
20821,Cluster 1
20822,Cluster 5
20823,Cluster 1
20824,Cluster 4
20825,Cluster 1
20829,Cluster 4
20831,Cluster 4
20832,Cluster 1
20833,Cluster 5
